hour,source_type,signal_count
2026-03-16 10:00:00+00,telegram,6
2026-03-16 11:00:00+00,ais,2586
2026-03-16 11:00:00+00,balloon,3
2026-03-16 11:00:00+00,business,1
2026-03-16 11:00:00+00,gdelt,17
2026-03-16 11:00:00+00,rss,117
2026-03-16 11:00:00+00,rss_security,1
2026-03-16 11:00:00+00,telegram,4
2026-03-16 12:00:00+00,ais,2586
2026-03-16 12:00:00+00,balloon,7
2026-03-16 12:00:00+00,firms,19
2026-03-16 12:00:00+00,gdelt,2
2026-03-16 12:00:00+00,gpsjam,12
2026-03-16 12:00:00+00,rss,98
2026-03-16 12:00:00+00,telegram,4
2026-03-16 12:00:00+00,telegram_channel,1
2026-03-16 13:00:00+00,ais,2586
2026-03-16 13:00:00+00,balloon,7
2026-03-16 13:00:00+00,gdelt,1
2026-03-16 13:00:00+00,rss,181
2026-03-16 13:00:00+00,rss_security,2
2026-03-16 13:00:00+00,telegram,5
2026-03-16 13:00:00+00,telegram_channel,1
2026-03-16 14:00:00+00,ais,2586
2026-03-16 14:00:00+00,balloon,4
2026-03-16 14:00:00+00,defense_rss,2
2026-03-16 14:00:00+00,gdelt,2
2026-03-16 14:00:00+00,rss,197
2026-03-16 14:00:00+00,rss_security,6
2026-03-16 14:00:00+00,telegram,7
2026-03-16 14:00:00+00,telegram_channel,1
2026-03-16 15:00:00+00,ais,2586
2026-03-16 15:00:00+00,balloon,3
2026-03-16 15:00:00+00,defense_rss,1
2026-03-16 15:00:00+00,gdelt,25
2026-03-16 15:00:00+00,rss,137
2026-03-16 15:00:00+00,rss_security,8
2026-03-16 15:00:00+00,telegram,6
2026-03-16 15:00:00+00,telegram_channel,1
2026-03-16 16:00:00+00,adsb,1
2026-03-16 16:00:00+00,ais,2586
2026-03-16 16:00:00+00,balloon,1
2026-03-16 16:00:00+00,business,2
2026-03-16 16:00:00+00,defense_rss,2
2026-03-16 16:00:00+00,rss,71
2026-03-16 16:00:00+00,rss_security,5
2026-03-16 16:00:00+00,telegram,6
2026-03-16 16:00:00+00,telegram_channel,1
2026-03-16 17:00:00+00,adsb,1
2026-03-16 17:00:00+00,ais,2586
2026-03-16 17:00:00+00,defense_rss,1
2026-03-16 17:00:00+00,rss,65
2026-03-16 17:00:00+00,rss_security,4
2026-03-16 17:00:00+00,telegram,5
2026-03-16 18:00:00+00,ais,2586
2026-03-16 18:00:00+00,rss,85
2026-03-16 18:00:00+00,rss_security,2
2026-03-16 18:00:00+00,telegram,6
2026-03-16 18:00:00+00,telegram_channel,1
2026-03-16 19:00:00+00,ais,2586
2026-03-16 19:00:00+00,defense_rss,2
2026-03-16 19:00:00+00,gdelt,25
2026-03-16 19:00:00+00,rss,84
2026-03-16 19:00:00+00,rss_security,7
2026-03-16 19:00:00+00,telegram,2
2026-03-16 20:00:00+00,adsb,1
2026-03-16 20:00:00+00,ais,2586
2026-03-16 20:00:00+00,defense_rss,1
2026-03-16 20:00:00+00,gdelt,1
2026-03-16 20:00:00+00,rss,43
2026-03-16 20:00:00+00,rss_security,4
2026-03-16 20:00:00+00,telegram,3
2026-03-16 21:00:00+00,ais,2586
2026-03-16 21:00:00+00,rss,42
2026-03-16 21:00:00+00,rss_security,1
2026-03-16 22:00:00+00,ais,2586
2026-03-16 22:00:00+00,gdelt,5
2026-03-16 22:00:00+00,rss,29
2026-03-16 22:00:00+00,rss_security,3
2026-03-16 23:00:00+00,ais,2586
2026-03-16 23:00:00+00,balloon,2
2026-03-16 23:00:00+00,defense_rss,1
2026-03-16 23:00:00+00,gdelt,21
2026-03-16 23:00:00+00,rss,46
2026-03-16 23:00:00+00,rss_security,2
2026-03-17 00:00:00+00,ais,2586
2026-03-17 00:00:00+00,balloon,4
2026-03-17 00:00:00+00,deepstate,10
2026-03-17 00:00:00+00,firms,64
2026-03-17 00:00:00+00,rss,35
2026-03-17 01:00:00+00,ais,2586
2026-03-17 01:00:00+00,balloon,1
2026-03-17 01:00:00+00,energy,1
2026-03-17 01:00:00+00,gdelt,1
2026-03-17 01:00:00+00,rss,33
2026-03-17 01:00:00+00,rss_security,2
2026-03-17 02:00:00+00,ais,2586
2026-03-17 02:00:00+00,balloon,1
2026-03-17 02:00:00+00,gdelt,10
2026-03-17 02:00:00+00,rss,54
2026-03-17 03:00:00+00,ais,2586
2026-03-17 03:00:00+00,gdelt,25
2026-03-17 03:00:00+00,rss,67
2026-03-17 04:00:00+00,ais,2586
2026-03-17 04:00:00+00,gdelt,2
2026-03-17 04:00:00+00,osint_milbase,3
2026-03-17 04:00:00+00,rss,110
2026-03-17 04:00:00+00,sentinel,4
2026-03-17 05:00:00+00,ais,2586
2026-03-17 05:00:00+00,balloon,1
2026-03-17 05:00:00+00,gdelt,2
2026-03-17 05:00:00+00,osint_perplexity,3
2026-03-17 05:00:00+00,rss,101
2026-03-17 05:00:00+00,ru_legislation,1
2026-03-17 05:00:00+00,telegram,2
2026-03-17 06:00:00+00,ais,2586
2026-03-17 06:00:00+00,balloon,6
2026-03-17 06:00:00+00,business,1
2026-03-17 06:00:00+00,gdelt,2
2026-03-17 06:00:00+00,rss,119
2026-03-17 06:00:00+00,telegram,7
2026-03-17 07:00:00+00,ais,2586
2026-03-17 07:00:00+00,balloon,10
2026-03-17 07:00:00+00,gdelt,29
2026-03-17 07:00:00+00,rss,154
2026-03-17 07:00:00+00,rss_security,3
2026-03-17 07:00:00+00,telegram,4
2026-03-17 07:00:00+00,telegram_channel,1
2026-03-17 08:00:00+00,ais,2586
2026-03-17 08:00:00+00,balloon,11
2026-03-17 08:00:00+00,rss,95
2026-03-17 08:00:00+00,rss_security,2
2026-03-17 08:00:00+00,telegram,5
2026-03-17 09:00:00+00,ais,2586
2026-03-17 09:00:00+00,balloon,10
2026-03-17 09:00:00+00,defense_rss,1
2026-03-17 09:00:00+00,gdelt,1
2026-03-17 09:00:00+00,rss,116
2026-03-17 09:00:00+00,rss_security,3
2026-03-17 09:00:00+00,telegram,4
2026-03-17 09:00:00+00,telegram_channel,1
2026-03-17 10:00:00+00,ais,2586
2026-03-17 10:00:00+00,balloon,5
2026-03-17 10:00:00+00,defense_rss,1
2026-03-17 10:00:00+00,firms,99
2026-03-17 10:00:00+00,gdelt,18
2026-03-17 10:00:00+00,rss,129
2026-03-17 10:00:00+00,rss_security,3
2026-03-17 10:00:00+00,telegram,6
2026-03-17 10:00:00+00,telegram_channel,1
2026-03-17 11:00:00+00,ais,2586
2026-03-17 11:00:00+00,balloon,7
2026-03-17 11:00:00+00,business,1
2026-03-17 11:00:00+00,defense_rss,1
2026-03-17 11:00:00+00,gdelt,38
2026-03-17 11:00:00+00,rss,205
2026-03-17 11:00:00+00,rss_security,4
2026-03-17 11:00:00+00,telegram,6
2026-03-17 12:00:00+00,ais,2586
2026-03-17 12:00:00+00,balloon,8
2026-03-17 12:00:00+00,business,1
2026-03-17 12:00:00+00,firms,38
2026-03-17 12:00:00+00,gpsjam,12
2026-03-17 12:00:00+00,rss,154
2026-03-17 12:00:00+00,rss_security,4
2026-03-17 12:00:00+00,telegram,4
2026-03-17 13:00:00+00,ais,2586
2026-03-17 13:00:00+00,balloon,5
2026-03-17 13:00:00+00,defense_rss,1
2026-03-17 13:00:00+00,gdelt,1
2026-03-17 13:00:00+00,rss,173
2026-03-17 13:00:00+00,rss_security,2
2026-03-17 13:00:00+00,telegram,6
2026-03-17 13:00:00+00,telegram_channel,3
2026-03-17 14:00:00+00,ais,2586
2026-03-17 14:00:00+00,defense_rss,2
2026-03-17 14:00:00+00,gdelt,1
2026-03-17 14:00:00+00,rss,107
2026-03-17 14:00:00+00,rss_security,6
2026-03-17 14:00:00+00,telegram,4
2026-03-17 14:00:00+00,telegram_channel,1
2026-03-17 15:00:00+00,ais,2586
2026-03-17 15:00:00+00,defense_rss,1
2026-03-17 15:00:00+00,gdelt,41
2026-03-17 15:00:00+00,rss,87
2026-03-17 15:00:00+00,rss_security,3
2026-03-17 15:00:00+00,sentinel,5
2026-03-17 15:00:00+00,telegram,5
2026-03-17 16:00:00+00,ais,2586
2026-03-17 16:00:00+00,business,6
2026-03-17 16:00:00+00,defense_rss,1
2026-03-17 16:00:00+00,gdelt,2
2026-03-17 16:00:00+00,rss,148
2026-03-17 16:00:00+00,rss_security,7
2026-03-17 16:00:00+00,telegram,6
2026-03-17 17:00:00+00,ais,2586
2026-03-17 17:00:00+00,defense_rss,1
2026-03-17 17:00:00+00,gdelt,1
2026-03-17 17:00:00+00,rss,119
2026-03-17 17:00:00+00,rss_security,6
2026-03-17 17:00:00+00,telegram,5
2026-03-17 18:00:00+00,ais,2586
2026-03-17 18:00:00+00,deepstate,1
2026-03-17 18:00:00+00,defense_rss,2
2026-03-17 18:00:00+00,gdelt,10
2026-03-17 18:00:00+00,rss,85
2026-03-17 18:00:00+00,rss_security,4
2026-03-17 18:00:00+00,telegram,8
2026-03-17 18:00:00+00,telegram_channel,1
2026-03-17 19:00:00+00,ais,2586
2026-03-17 19:00:00+00,business,2
2026-03-17 19:00:00+00,defense_rss,1
2026-03-17 19:00:00+00,gdelt,13
2026-03-17 19:00:00+00,rss,74
2026-03-17 19:00:00+00,rss_security,3
2026-03-17 19:00:00+00,telegram,2
2026-03-17 20:00:00+00,ais,2586
2026-03-17 20:00:00+00,defense_rss,1
2026-03-17 20:00:00+00,rss,60
2026-03-17 20:00:00+00,rss_security,2
2026-03-17 20:00:00+00,telegram,3
2026-03-17 21:00:00+00,ais,2586
2026-03-17 21:00:00+00,defense_rss,2
2026-03-17 21:00:00+00,gdelt,1
2026-03-17 21:00:00+00,rss,49
2026-03-17 21:00:00+00,rss_security,4
2026-03-17 22:00:00+00,ais,2586
2026-03-17 22:00:00+00,gdelt,3
2026-03-17 22:00:00+00,rss,37
2026-03-17 23:00:00+00,ais,2586
2026-03-17 23:00:00+00,balloon,3
2026-03-17 23:00:00+00,gdelt,35
2026-03-17 23:00:00+00,rss,40
2026-03-18 00:00:00+00,ais,2586
2026-03-18 00:00:00+00,balloon,4
2026-03-18 00:00:00+00,deepstate,10
2026-03-18 00:00:00+00,firms,60
2026-03-18 00:00:00+00,gdelt,1
2026-03-18 00:00:00+00,rss,40
2026-03-18 01:00:00+00,ais,2586
2026-03-18 01:00:00+00,balloon,3
2026-03-18 01:00:00+00,energy,1
2026-03-18 01:00:00+00,rss,41
2026-03-18 02:00:00+00,ais,2586
2026-03-18 02:00:00+00,gdelt,2
2026-03-18 02:00:00+00,rss,59
2026-03-18 03:00:00+00,ais,2586
2026-03-18 03:00:00+00,gdelt,28
2026-03-18 03:00:00+00,rss,64
2026-03-18 04:00:00+00,ais,2586
2026-03-18 04:00:00+00,defense_rss,1
2026-03-18 04:00:00+00,gdelt,2
2026-03-18 04:00:00+00,osint_milbase,3
2026-03-18 04:00:00+00,rss,84
2026-03-18 04:00:00+00,rss_security,2
2026-03-18 04:00:00+00,sentinel,6
2026-03-18 05:00:00+00,ais,2586
2026-03-18 05:00:00+00,balloon,1
2026-03-18 05:00:00+00,business,3
2026-03-18 05:00:00+00,osint_perplexity,3
2026-03-18 05:00:00+00,rss,109
2026-03-18 05:00:00+00,ru_legislation,1
2026-03-18 05:00:00+00,sentinel,2
2026-03-18 05:00:00+00,telegram,3
2026-03-18 06:00:00+00,ais,2586
2026-03-18 06:00:00+00,balloon,4
2026-03-18 06:00:00+00,gdelt,12
2026-03-18 06:00:00+00,rss,124
2026-03-18 06:00:00+00,telegram,6
2026-03-18 07:00:00+00,ais,2586
2026-03-18 07:00:00+00,balloon,12
2026-03-18 07:00:00+00,business,1
2026-03-18 07:00:00+00,defense_rss,2
2026-03-18 07:00:00+00,gdelt,38
2026-03-18 07:00:00+00,rss,158
2026-03-18 07:00:00+00,rss_security,5
2026-03-18 07:00:00+00,telegram,5
2026-03-18 08:00:00+00,adsb,2
2026-03-18 08:00:00+00,ais,2586
2026-03-18 08:00:00+00,balloon,8
2026-03-18 08:00:00+00,defense_rss,1
2026-03-18 08:00:00+00,rss,103
2026-03-18 08:00:00+00,rss_security,1
2026-03-18 08:00:00+00,telegram,5
2026-03-18 09:00:00+00,adsb,1
2026-03-18 09:00:00+00,ais,2586
2026-03-18 09:00:00+00,balloon,6
2026-03-18 09:00:00+00,business,1
2026-03-18 09:00:00+00,gdelt,2
2026-03-18 09:00:00+00,rss,194
2026-03-18 09:00:00+00,rss_security,2
2026-03-18 09:00:00+00,telegram,4
2026-03-18 09:00:00+00,telegram_channel,1
2026-03-18 10:00:00+00,adsb,2
2026-03-18 10:00:00+00,ais,2586
2026-03-18 10:00:00+00,balloon,2
2026-03-18 10:00:00+00,firms,30
2026-03-18 10:00:00+00,gdelt,20
2026-03-18 10:00:00+00,rss,142
2026-03-18 10:00:00+00,rss_security,2
2026-03-18 10:00:00+00,telegram,5
2026-03-18 11:00:00+00,ais,2586
2026-03-18 11:00:00+00,balloon,9
2026-03-18 11:00:00+00,business,1
2026-03-18 11:00:00+00,defense_rss,1
2026-03-18 11:00:00+00,firms,50
2026-03-18 11:00:00+00,gdelt,14
2026-03-18 11:00:00+00,rss,161
2026-03-18 11:00:00+00,rss_security,4
2026-03-18 11:00:00+00,telegram,6
2026-03-18 12:00:00+00,adsb,2
2026-03-18 12:00:00+00,ais,2586
2026-03-18 12:00:00+00,balloon,9
2026-03-18 12:00:00+00,gpsjam,13
2026-03-18 12:00:00+00,rss,121
2026-03-18 12:00:00+00,rss_security,3
2026-03-18 12:00:00+00,telegram,4
2026-03-18 12:00:00+00,telegram_channel,2
2026-03-18 13:00:00+00,adsb,2
2026-03-18 13:00:00+00,ais,2586
2026-03-18 13:00:00+00,balloon,5
2026-03-18 13:00:00+00,defense_rss,2
2026-03-18 13:00:00+00,gdelt,9
2026-03-18 13:00:00+00,rss,134
2026-03-18 13:00:00+00,rss_security,5
2026-03-18 13:00:00+00,telegram,4
2026-03-18 13:00:00+00,telegram_channel,2
2026-03-18 14:00:00+00,adsb,2
2026-03-18 14:00:00+00,ais,2586
2026-03-18 14:00:00+00,defense_rss,7
2026-03-18 14:00:00+00,gdelt,4
2026-03-18 14:00:00+00,rss,152
2026-03-18 14:00:00+00,rss_security,17
2026-03-18 14:00:00+00,telegram,6
2026-03-18 14:00:00+00,telegram_channel,7
2026-03-18 15:00:00+00,ais,2586
2026-03-18 15:00:00+00,gdelt,6
2026-03-18 15:00:00+00,rss,191
2026-03-18 15:00:00+00,sentinel,5
2026-03-18 15:00:00+00,telegram,6
2026-03-18 16:00:00+00,ais,2586
2026-03-18 16:00:00+00,rss,153
2026-03-18 16:00:00+00,rss_security,2
2026-03-18 16:00:00+00,sentinel,3
2026-03-18 16:00:00+00,telegram,5
2026-03-18 16:00:00+00,telegram_channel,1
2026-03-18 17:00:00+00,ais,2586
2026-03-18 17:00:00+00,business,3
2026-03-18 17:00:00+00,defense_rss,1
2026-03-18 17:00:00+00,gdelt,4
2026-03-18 17:00:00+00,rss,115
2026-03-18 17:00:00+00,rss_security,3
2026-03-18 17:00:00+00,telegram,6
2026-03-18 18:00:00+00,ais,2586
2026-03-18 18:00:00+00,business,1
2026-03-18 18:00:00+00,deepstate,1
2026-03-18 18:00:00+00,gdelt,6
2026-03-18 18:00:00+00,rss,93
2026-03-18 18:00:00+00,rss_security,2
2026-03-18 18:00:00+00,telegram,5
2026-03-18 18:00:00+00,telegram_channel,2
2026-03-18 19:00:00+00,ais,2586
2026-03-18 19:00:00+00,business,2
2026-03-18 19:00:00+00,defense_rss,5
2026-03-18 19:00:00+00,gdelt,7
2026-03-18 19:00:00+00,rss,98
2026-03-18 19:00:00+00,rss_security,9
2026-03-18 19:00:00+00,telegram,4
2026-03-18 20:00:00+00,ais,2586
2026-03-18 20:00:00+00,defense_rss,3
2026-03-18 20:00:00+00,gdelt,2
2026-03-18 20:00:00+00,rss,80
2026-03-18 20:00:00+00,rss_security,8
2026-03-18 20:00:00+00,telegram,3
2026-03-18 20:00:00+00,youtube_transcript,1
2026-03-18 21:00:00+00,ais,2586
2026-03-18 21:00:00+00,defense_rss,2
2026-03-18 21:00:00+00,rss,64
2026-03-18 21:00:00+00,rss_security,2
2026-03-18 22:00:00+00,ais,2586
2026-03-18 22:00:00+00,defense_rss,3
2026-03-18 22:00:00+00,gdelt,12
2026-03-18 22:00:00+00,rss,47
2026-03-18 22:00:00+00,rss_security,6
2026-03-18 23:00:00+00,ais,2586
2026-03-18 23:00:00+00,balloon,3
2026-03-18 23:00:00+00,defense_rss,6
2026-03-18 23:00:00+00,gdelt,13
2026-03-18 23:00:00+00,rss,47
2026-03-18 23:00:00+00,rss_security,4
2026-03-19 00:00:00+00,ais,2586
2026-03-19 00:00:00+00,balloon,4
2026-03-19 00:00:00+00,deepstate,10
2026-03-19 00:00:00+00,firms,100
2026-03-19 00:00:00+00,rss,32
2026-03-19 00:00:00+00,rss_security,2
2026-03-19 01:00:00+00,ais,2586
2026-03-19 01:00:00+00,balloon,1
2026-03-19 01:00:00+00,energy,1
2026-03-19 01:00:00+00,gdelt,2
2026-03-19 01:00:00+00,rss,38
2026-03-19 02:00:00+00,ais,2586
2026-03-19 02:00:00+00,balloon,1
2026-03-19 02:00:00+00,business,1
2026-03-19 02:00:00+00,gdelt,6
2026-03-19 02:00:00+00,rss,61
2026-03-19 03:00:00+00,ais,2586
2026-03-19 03:00:00+00,gdelt,17
2026-03-19 03:00:00+00,rss,54
2026-03-19 04:00:00+00,ais,2586
2026-03-19 04:00:00+00,gdelt,1
2026-03-19 04:00:00+00,osint_milbase,3
2026-03-19 04:00:00+00,rss,93
2026-03-19 04:00:00+00,sentinel,4
2026-03-19 05:00:00+00,ais,2586
2026-03-19 05:00:00+00,balloon,3
2026-03-19 05:00:00+00,osint_perplexity,3
2026-03-19 05:00:00+00,rss,116
2026-03-19 05:00:00+00,ru_legislation,1
2026-03-19 05:00:00+00,sentinel,4
2026-03-19 05:00:00+00,telegram,2
2026-03-19 06:00:00+00,ais,2586
2026-03-19 06:00:00+00,balloon,4
2026-03-19 06:00:00+00,gdelt,13
2026-03-19 06:00:00+00,rss,77
2026-03-19 06:00:00+00,telegram,6
2026-03-19 06:00:00+00,telegram_channel,2
2026-03-19 07:00:00+00,ais,2586
2026-03-19 07:00:00+00,balloon,5
2026-03-19 07:00:00+00,defense_rss,2
2026-03-19 07:00:00+00,gdelt,12
2026-03-19 07:00:00+00,rss,101
2026-03-19 07:00:00+00,rss_security,5
2026-03-19 07:00:00+00,telegram,7
2026-03-19 07:00:00+00,telegram_channel,1
2026-03-19 08:00:00+00,adsb,2
2026-03-19 08:00:00+00,ais,2586
2026-03-19 08:00:00+00,balloon,2
2026-03-19 08:00:00+00,business,4
2026-03-19 08:00:00+00,defense_rss,1
2026-03-19 08:00:00+00,gdelt,4
2026-03-19 08:00:00+00,rss,137
2026-03-19 08:00:00+00,rss_security,3
2026-03-19 08:00:00+00,telegram,3
2026-03-19 08:00:00+00,telegram_channel,1
2026-03-19 09:00:00+00,adsb,2
2026-03-19 09:00:00+00,ais,2586
2026-03-19 09:00:00+00,balloon,6
2026-03-19 09:00:00+00,defense_rss,1
2026-03-19 09:00:00+00,gdelt,2
2026-03-19 09:00:00+00,rss,200
2026-03-19 09:00:00+00,space_weather,1
2026-03-19 09:00:00+00,telegram,4
2026-03-19 10:00:00+00,adsb,3
2026-03-19 10:00:00+00,ais,2586
2026-03-19 10:00:00+00,balloon,6
2026-03-19 10:00:00+00,business,1
2026-03-19 10:00:00+00,gdelt,9
2026-03-19 10:00:00+00,rss,158
2026-03-19 10:00:00+00,telegram,5
2026-03-19 11:00:00+00,ais,2586
2026-03-19 11:00:00+00,balloon,14
2026-03-19 11:00:00+00,defense_rss,2
2026-03-19 11:00:00+00,firms,30
2026-03-19 11:00:00+00,gdelt,8
2026-03-19 11:00:00+00,rss,180
2026-03-19 11:00:00+00,rss_security,2
2026-03-19 11:00:00+00,telegram,5
2026-03-19 11:00:00+00,telegram_channel,2
2026-03-19 12:00:00+00,adsb,1
2026-03-19 12:00:00+00,ais,2586
2026-03-19 12:00:00+00,balloon,22
2026-03-19 12:00:00+00,business,4
2026-03-19 12:00:00+00,gpsjam,17
2026-03-19 12:00:00+00,rss,123
2026-03-19 12:00:00+00,rss_security,1
2026-03-19 12:00:00+00,space_weather,1
2026-03-19 12:00:00+00,telegram,7
2026-03-19 12:00:00+00,telegram_channel,5
2026-03-19 13:00:00+00,adsb,2
2026-03-19 13:00:00+00,ais,2586
2026-03-19 13:00:00+00,balloon,41
2026-03-19 13:00:00+00,defense_rss,6
2026-03-19 13:00:00+00,rss,123
2026-03-19 13:00:00+00,rss_security,7
2026-03-19 13:00:00+00,telegram,5
2026-03-19 13:00:00+00,telegram_channel,4
2026-03-19 14:00:00+00,adsb,1
2026-03-19 14:00:00+00,ais,2586
2026-03-19 14:00:00+00,balloon,18
2026-03-19 14:00:00+00,defense_rss,3
2026-03-19 14:00:00+00,gdelt,21
2026-03-19 14:00:00+00,rss,140
2026-03-19 14:00:00+00,rss_security,2
2026-03-19 14:00:00+00,telegram,5
2026-03-19 14:00:00+00,telegram_channel,4
2026-03-19 14:00:00+00,youtube_transcript,1
2026-03-19 15:00:00+00,ais,2586
2026-03-19 15:00:00+00,balloon,7
2026-03-19 15:00:00+00,conflict,1
2026-03-19 15:00:00+00,defense_rss,4
2026-03-19 15:00:00+00,gdelt,4
2026-03-19 15:00:00+00,rss,196
2026-03-19 15:00:00+00,rss_security,2
2026-03-19 15:00:00+00,sentinel,5
2026-03-19 15:00:00+00,space_weather,1
2026-03-19 15:00:00+00,telegram,7
2026-03-19 15:00:00+00,telegram_channel,6
2026-03-19 16:00:00+00,ais,2586
2026-03-19 16:00:00+00,balloon,4
2026-03-19 16:00:00+00,defense_rss,1
2026-03-19 16:00:00+00,rss,171
2026-03-19 16:00:00+00,sentinel,6
2026-03-19 16:00:00+00,telegram,8
2026-03-19 16:00:00+00,telegram_channel,4
2026-03-19 16:00:00+00,youtube_transcript,1
2026-03-19 17:00:00+00,ais,2586
2026-03-19 17:00:00+00,balloon,3
2026-03-19 17:00:00+00,defense_rss,4
2026-03-19 17:00:00+00,rss,126
2026-03-19 17:00:00+00,rss_security,2
2026-03-19 17:00:00+00,telegram,6
2026-03-19 17:00:00+00,telegram_channel,12
2026-03-19 18:00:00+00,ais,2586
2026-03-19 18:00:00+00,balloon,3
2026-03-19 18:00:00+00,deepstate,2
2026-03-19 18:00:00+00,defense_rss,7
2026-03-19 18:00:00+00,rss,123
2026-03-19 18:00:00+00,rss_security,6
2026-03-19 18:00:00+00,space_weather,1
2026-03-19 18:00:00+00,telegram,6
2026-03-19 18:00:00+00,telegram_channel,6
2026-03-19 18:00:00+00,youtube_transcript,1
2026-03-19 19:00:00+00,ais,2586
2026-03-19 19:00:00+00,balloon,7
2026-03-19 19:00:00+00,defense_rss,9
2026-03-19 19:00:00+00,gdelt,24
2026-03-19 19:00:00+00,rss,83
2026-03-19 19:00:00+00,rss_security,6
2026-03-19 19:00:00+00,telegram,4
2026-03-19 19:00:00+00,telegram_channel,3
2026-03-19 19:00:00+00,youtube_transcript,1
2026-03-19 20:00:00+00,ais,2586
2026-03-19 20:00:00+00,balloon,3
2026-03-19 20:00:00+00,defense_rss,13
2026-03-19 20:00:00+00,gdelt,1
2026-03-19 20:00:00+00,rss,62
2026-03-19 20:00:00+00,rss_security,14
2026-03-19 20:00:00+00,telegram,2
2026-03-19 20:00:00+00,telegram_channel,4
2026-03-19 20:00:00+00,youtube_transcript,1
2026-03-19 21:00:00+00,ais,2586
2026-03-19 21:00:00+00,balloon,3
2026-03-19 21:00:00+00,defense_rss,3
2026-03-19 21:00:00+00,rss,48
2026-03-19 21:00:00+00,space_weather,1
2026-03-19 21:00:00+00,telegram_channel,4
2026-03-19 22:00:00+00,ais,2586
2026-03-19 22:00:00+00,balloon,1
2026-03-19 22:00:00+00,defense_rss,5
2026-03-19 22:00:00+00,rss,36
2026-03-19 22:00:00+00,rss_security,10
2026-03-19 22:00:00+00,telegram_channel,1
2026-03-19 23:00:00+00,ais,2586
2026-03-19 23:00:00+00,balloon,5
2026-03-19 23:00:00+00,defense_rss,1
2026-03-19 23:00:00+00,rss,35
2026-03-19 23:00:00+00,rss_security,2
2026-03-20 00:00:00+00,ais,2586
2026-03-20 00:00:00+00,balloon,15
2026-03-20 00:00:00+00,deepstate,10
2026-03-20 00:00:00+00,defense_rss,1
2026-03-20 00:00:00+00,firms,16
2026-03-20 00:00:00+00,rss,45
2026-03-20 00:00:00+00,rss_security,2
2026-03-20 00:00:00+00,space_weather,1
2026-03-20 01:00:00+00,ais,2586
2026-03-20 01:00:00+00,balloon,51
2026-03-20 01:00:00+00,energy,1
2026-03-20 01:00:00+00,gdelt,1
2026-03-20 01:00:00+00,rss,42
2026-03-20 02:00:00+00,ais,2586
2026-03-20 02:00:00+00,balloon,17
2026-03-20 02:00:00+00,business,1
2026-03-20 02:00:00+00,gdelt,10
2026-03-20 02:00:00+00,rss,73
2026-03-20 03:00:00+00,ais,2586
2026-03-20 03:00:00+00,gdelt,9
2026-03-20 03:00:00+00,rss,60
2026-03-20 03:00:00+00,space_weather,1
2026-03-20 03:00:00+00,telegram_channel,1
2026-03-20 03:00:00+00,youtube,3
2026-03-20 04:00:00+00,ais,2586
2026-03-20 04:00:00+00,balloon,1
2026-03-20 04:00:00+00,business,1
2026-03-20 04:00:00+00,defense_rss,1
2026-03-20 04:00:00+00,osint_milbase,3
2026-03-20 04:00:00+00,rss,116
2026-03-20 04:00:00+00,sentinel,3
2026-03-20 04:00:00+00,telegram_channel,1
2026-03-20 05:00:00+00,ais,2586
2026-03-20 05:00:00+00,balloon,3
2026-03-20 05:00:00+00,mastodon,1
2026-03-20 05:00:00+00,osint_perplexity,3
2026-03-20 05:00:00+00,rss,120
2026-03-20 05:00:00+00,ru_legislation,1
2026-03-20 05:00:00+00,sentinel,3
2026-03-20 05:00:00+00,telegram,3
2026-03-20 05:00:00+00,telegram_channel,5
2026-03-20 06:00:00+00,ais,2586
2026-03-20 06:00:00+00,balloon,6
2026-03-20 06:00:00+00,business,2
2026-03-20 06:00:00+00,rss,153
2026-03-20 06:00:00+00,space_weather,1
2026-03-20 06:00:00+00,telegram,6
2026-03-20 06:00:00+00,telegram_channel,11
2026-03-20 07:00:00+00,ais,2586
2026-03-20 07:00:00+00,balloon,15
2026-03-20 07:00:00+00,defense_rss,2
2026-03-20 07:00:00+00,gdelt,1
2026-03-20 07:00:00+00,rss,160
2026-03-20 07:00:00+00,rss_security,4
2026-03-20 07:00:00+00,telegram,7
2026-03-20 07:00:00+00,telegram_channel,16
2026-03-20 08:00:00+00,ais,2586
2026-03-20 08:00:00+00,balloon,14
2026-03-20 08:00:00+00,business,1
2026-03-20 08:00:00+00,defense_rss,1
2026-03-20 08:00:00+00,gdelt,1
2026-03-20 08:00:00+00,radiation,1
2026-03-20 08:00:00+00,rss,171
2026-03-20 08:00:00+00,rss_security,5
2026-03-20 08:00:00+00,telegram,4
2026-03-20 08:00:00+00,telegram_channel,22
2026-03-20 08:00:00+00,youtube,1
2026-03-20 09:00:00+00,ais,2586
2026-03-20 09:00:00+00,balloon,2
2026-03-20 09:00:00+00,business,1
2026-03-20 09:00:00+00,energy,1
2026-03-20 09:00:00+00,gdelt,2
2026-03-20 09:00:00+00,mastodon,1
2026-03-20 09:00:00+00,rss,205
2026-03-20 09:00:00+00,rss_security,2
2026-03-20 09:00:00+00,space_weather,1
2026-03-20 09:00:00+00,telegram,5
2026-03-20 09:00:00+00,telegram_channel,19
2026-03-20 09:00:00+00,youtube,1
2026-03-20 10:00:00+00,ais,2586
2026-03-20 10:00:00+00,defense_rss,1
2026-03-20 10:00:00+00,energy,1
2026-03-20 10:00:00+00,gdelt,11
